title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
WIC-Approved Items and Coronavirus #SocialDistancing,https://www.truthorfiction.com/wic-approved-items-and-coronavirus-socialdistancing/,2020-03-16,"[""When stocking up for coronavirus-related social distancing, avoid WIC-approved supermarket items, because they may run out and leave families dependent on WIC with no ability to purchase food.""]",US,US,[],"[""us""]",en
En Caldas hay un caso confirmado de Coronavirus,https://colombiacheck.com/index.php/chequeos/en-caldas-no-hay-casos-confirmados-de-coronavirus,2020-03-13,"[""Hay casos de Coronavirus en Manizales y Villamaría""]",CO,CO,[],"[""ru"",""il"",""cn"",""kz"",""co""]",es
Foto de personas tiradas en el suelo no es por coronavirus,https://colombiacheck.com/chequeos/foto-de-personas-tiradas-en-el-suelo-no-es-por-coronavirus,2020-02-04,"[""Foto de personas en China cayendo por el Coronavirus""]",CO,CO,[],"[""co""]",es
"Sí, Minsalud confirmó que en Bogotá hay una paciente con Coronavirus (Covid-19)",https://colombiacheck.com/chequeos/si-minsalud-confirmo-que-en-bogota-hay-una-paciente-con-coronavirus-covid-19?page=16,2020-03-16,"[""Se confirmó primer caso de coronavirus Covid-19 en Bogotá y en Colombia""]",CO,CO,[],"[""co""]",es
"No, tanque de Postobón no se infectó con coronavirus",https://colombiacheck.com/index.php/chequeos/no-tanque-de-postobon-no-se-infecto-con-coronavirus?page=4,2020-02-08,"[""Un tanque de Postobón se infectó con coronavirus""]",CO,CO,[],"[""co""]",es
"No, estas personas asiáticas no están cortando un bebé para comérselo: fotos que se están relacionando con la comunidad china y el brote del nuevo coronavirus - Maldita.es",https://maldita.es/malditobulo/2020/02/13/bulo-personas-asiaticas-no-estan-cortando-un-bebe-comer-coronavirus-asia-canibalismo-china/,2020-02-13,"[""Ahora también comen bebés en Asia""]",ES,ES,[],"[""vn"",""cn"",""es"",""th""]",es
[Fakta atau Hoaks] Benarkah Pasien Virus Corona Wuhan Bisa Sembuh dengan Minum Air Bawang Putih?,https://cekfakta.tempo.co/fakta/582/fakta-atau-hoaks-benarkah-pasien-virus-corona-wuhan-bisa-sembuh-dengan-minum-air-bawang-putih,2020-01-28,"[""Pasien yang terinfeksi virus Corona 2019-nCoV bisa sembuh dengan meminum air rebusan bawang putih""]",ID,ID,[],"[""id"",""cn"",""my""]",id
"No, el gobierno chino no está matando a las personas enfermas de coronavirus que se niegan a ser evacuadas",https://www.colombiacheck.com/index.php/chequeos/no-el-gobierno-chino-no-esta-matando-las-personas-enfermas-de-coronavirus-que-se-niegan,2020-03-07,"[""Video muestra que gobierno chino está matando a personas con coronavirus""]",CO,CO,[],"[""us"",""co"",""cn""]",es
Numbers on COVID-19 and H1N1 don't prove current outbreak response is 'hysteria',https://www.politifact.com/factchecks/2020/mar/18/viral-image/numbers-suggesting-h1n1-worse-covid-19-are-mislead/,2020-03-18,"[""“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”""]",US,US,[],"[""us""]",en
"Contrary to claims in viral social media posts, 2019 coronavirus was not lab-created nor was it patented years before outbreak",https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-wuhan-coronavirus-was-not-lab-created-nor-was-it-patented-years-before-outbreak/,2020-01-24,"[""[The coronavirus is] “new” yet it was lab-created and patented in 2015""]",FR,US,[],"[""us""]",en
No conclusive evidence links consumption of bats with the 2019 coronavirus outbreak,https://healthfeedback.org/claimreview/no-conclusive-evidence-to-link-consumption-of-bats-with-the-wuhan-coronavirus-outbreak/,2020-01-27,"[""Wuhan Coronavirus outbreak linked to eating bats""]",FR,US,[],"[""us""]",en
El video de un suicido en Valencia es de 2019 y no está relacionado con el coronavirus,https://www.newtral.es/bulo-video-valencia-2019-no-coronavirus/20200320/,2020-03-20,"[""El video de un suicido en Valencia a causa de la cuarentena por el coronavirus""]",ES,ES,[],"[""es""]",es
"Coronavirus : non, les supermarchés russes n'imposent pas à leurs clients des chariots de produits de première nécessité",https://factuel.afp.com/coronavirus-non-les-supermarches-russes-nimposent-pas-leurs-clients-des-chariots-de-produits-de,2020-03-18,"[""Les supermarchés imposent à leurs clients des chariots pré-remplis de produits de première nécessité""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""ru""]",fr
O vídeo de um telhado infestado de morcegos foi gravado em 2011 nos Estados Unidos,https://checamos.afp.com/o-video-de-um-telhado-infestado-de-morcegos-foi-gravado-em-2011-nos-estados-unidos,2020-02-22,"[""A principal fonte de vírus corona é encontrada sob telhado infestado de morcegos""]",FR,BR,"[""PT""]","[""cn"",""us"",""br"",""pt""]",pt
"4 pontos falsos, 2 verdades e 3 imprecisões de Bolsonaro sobre coronavírus",https://noticias.uol.com.br/confere/ultimas-noticias/2020/03/17/coronavirus-confere-bolsonaro.htm,2020-03-17,"[""Bolsonaro diz que coronavírus é histeria e beneficia China""]",BR,BR,[],"[""br"",""fr"",""gb"",""cn"",""us""]",pt
"No, Raúl Rodolfo Abhuz Khan no creó el coronavirus",https://colombiacheck.com/chequeos/no-raul-rodolfo-abhuz-khan-no-creo-el-coronavirus?page=20,2020-03-05,"[""Raúl Rodolfo Abhuz Khan ingeniero Bioquímico de Karmalah laboratories crea""]",CO,CO,[],"[""co""]",es
The message that a worker of Prince hotel in Hyderabad has tested positive for Coronavirus is fake,https://factly.in/the-message-that-a-worker-of-prince-hotel-in-hyderabad-has-tested-positive-for-coronavirus-is-fake/,2020-03-12,"[""A worker of Prince hotel in Mehdipatnam has tested positive for Coronavirus""]",IN,IN,[],"[""in""]",en
Hacer gárgaras con agua y sal no elimina el coronavirus (Covid-19),https://www.colombiacheck.com/chequeos/hacer-gargaras-con-agua-y-sal-no-elimina-el-coronavirus-covid-19?page=6,2020-03-17,"[""Hacer gárgaras con agua y sal previene el coronavirus""]",CO,CO,[],"[""co""]",es
No es necesario usar tapabocas para protegerse del coronavirus Covid-19,https://colombiacheck.com/chequeos/no-es-necesario-usar-tapabocas-para-protegerse-del-coronavirus-covid-19,2020-02-28,"[""Los tapabocas protegen contra el coronavirus""]",CO,CO,[],"[""co""]",es
What's missing in Pence's statement about insurance coverage for coronavirus testing?,https://www.politifact.com/factchecks/2020/mar/06/mike-pence/pences-statement-about-insurance-coverage-coronavi/,2020-03-07,"[""“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.\""""]",US,US,[],"[""us""]",en
La majoria de consells per combatre el coronavirus d’una llista que circula a les xarxes no té base científica,https://comprovem.afp.com/la-majoria-de-consells-combatre-el-coronavirus-duna-llista-que-circula-les-xarxes-no-te-base,2020-03-13,"[""Llista de consells per prevenir i evitar el coronavirus""]",FR,ES,[],"[""es""]",ca
"La mujer que escupe a propósito en un ascensor no tenía síntomas del nuevo coronavirus, según la policía china",https://factual.afp.com/la-mujer-que-escupe-proposito-en-un-ascensor-no-tenia-sintomas-del-nuevo-coronavirus-segun-la,2020-02-22,"[""Mujer esparce el coronavirus intencionalmente en un ascensor""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""pe"",""sg"",""pl"",""es"",""cn"",""ar"",""uy"",""mx"",""co""]",es
Israeli scientists have not developed a COVID-19 vaccine -- they were still working to develop one in February 2020,https://factcheck.afp.com/israeli-scientists-have-not-developed-covid-19-vaccine-they-were-still-working-develop-one-february,2020-03-06,"[""Israel discovers vaccine against novel coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""il"",""ke"",""us"",""in"",""hk""]",en
"No, coronavirus has not yet 'officially reached Milwaukee County,' contrary to politician's claim",https://www.politifact.com/factchecks/2020/mar/11/chris-larson/no-coronavirus-has-not-yet-officially-reached-milw/,2020-03-11,"[""“The coronavirus has officially reached Milwaukee County.”""]",US,US,[],"[""us"",""cn""]",en
China no pidió que una corte aprobara matar a 20.000 pacientes de coronavirus,https://www.colombiacheck.com/chequeos/china-no-pidio-que-una-corte-aprobara-matar-20000-pacientes-de-coronavirus?page=2,2020-02-29,"[""China espera aprobación para matar a 20.000 pacientes de coronavirus""]",CO,CO,[],"[""co""]",es
[Fakta atau Hoaks] Benarkah Ini Video Kepanikan Warga Cina karena Virus Corona?,https://cekfakta.tempo.co/fakta/583/fakta-atau-hoaks-benarkah-ini-video-kepanikan-warga-cina-karena-virus-corona,2020-01-29,"[""Video yang diklaim sebagai video kepanikan warga Cina akibat virus Corona""]",ID,ID,[],"[""cn"",""id""]",id
"Ne, Kina nije iskoristila koronavirus da bi zaradila na dionicama - Faktograf.hr",https://faktograf.hr/2020/02/27/ne-kina-nije-iskoristila-koronavirus-da-bi-zaradila-na-dionicama/,2020-02-28,"[""Kina je zbog koronavirusa zaradila kupujući dionice kineskih firmi""]",HR,HR,[],"[""hr"",""cn""]",hr
Coronavírus: Fiocruz alerta para mensagem falsa que circula no WhatsApp,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-fiocruz-alerta-para-mensagem-falsa-que-circula-no-whatsapp/,2020-03-17,"[""Fiocruz faz recomendações de como se proteger contra novo coronavírus""]",BR,BR,[],"[""br""]",pt
China vende carne humana enlatada infectada com coronavírus?,https://www.boatos.org/mundo/china-vende-carne-humana-enlatada-coronavirus.html,2020-02-15,"[""Fotos mostram local na China onde carne humana infectada com coronavírus é guardada para ser enlatada e exportada para países da África.""]",BR,BR,[],"[""br""]",pt
"No, Donald Trump didn't tweet that Israel has a coronavirus vaccine",https://www.politifact.com/factchecks/2020/mar/06/viral-image/no-donald-trump-didnt-tweet-israel-has-coronavirus/,2020-03-07,"[""Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”""]",US,US,[],"[""us""]",en
Czy mamy przypadki zgonów dzieci na COVID-19?,https://demagog.org.pl/wypowiedzi/czy-mamy-przypadki-zgonow-dzieci-na-covid-19/,2020-03-06,"[""Pamiętajmy, że nie ma na świecie przypadków śmiertelnych wśród małych dzieci, do 9. roku życia.""]",PL,PL,[],"[""pl""]",pl
#Verificamos: É falsa nota da Petrobras que anuncia fechamento de refinarias por causa da Covid-19 | Agência Lupa,https://piaui.folha.uol.com.br/lupa/2020/03/19/verificamos-petrobras-coronavirus/,2020-03-19,"[""Informamos todos os postos de nossa rede em todo Brasil, para manterem os postos abastecidos, por devido surto à pandemia de (Covid-19), (sic) paralisaremos a partir do dia 24/03 as nossas refinarias por um período de 15 dias""]",BR,BR,[],"[""br""]",pt
"Nein, die WHO hat keine Hinweise, dass das Coronavirus über Lebensmittel übertragen wird",https://correctiv.org/faktencheck/2020/02/27/nein-die-who-hat-keine-hinweise-dass-das-coronavirus-ueber-lebensmittel-uebertragen-wird/,2020-02-27,"[""Coronavirus-Update: Laut Weltgesundheitsorganisation könnte Übertragung durch Lebensmittel möglich sein""]",DE,DE,[],"[""de"",""cn""]",de
هذه الصور قديمة ولا تظهر رشّ أدوية لمكافحة فيروس كورونا المستجدّ في مصر,https://factuel.afp.com/ar/Spraying%20pesticides%20in%20Egypt%202019,2020-02-04,"[""رشّ أدوية لمكافحة فيروس كورونا في مصر""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""eg""]",ar
"Misleading report claims UV light, chlorine and high temperatures can kill COVID-19",https://factcheck.afp.com/health-experts-refute-misleading-claim-coronavirus-disinfectants,2020-03-19,"[""UV light and chlorine can kill coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""fr"",""hk"",""ae""]",en
"Esta pareja de ancianos sí se despidió en un hospital, pero no hay registros de que su estado de salud estuviera vinculado al nuevo coronavirus",https://factual.afp.com/esta-pareja-de-ancianos-si-se-despidio-en-un-hospital-pero-no-hay-registros-de-que-su-estado-de,2020-02-19,"[""El video muestra la despedida de dos ancianos que fueron diagnosticados con el nuevo coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""es"",""cn"",""co"",""uy"",""pa"",""ar"",""mx"",""pe""]",es
False Coronavirus Prevention Claims On Social Media Viral In Sri Lanka,https://www.boomlive.in/world/false-coronavirus-prevention-claims-on-social-media-viral-in-sri-lanka-7110,2020-03-04,"[""A lengthy post promoting several precautionary measures which will purportedly protect people from the novel Coronavirus.""]",IN,IN,[],"[""lk"",""in""]",en
China mata 20 mil pacientes com coronavírus após pedir autorização para tribunal #boato,https://www.boatos.org/mundo/china-mata-20-mil-pacientes-coronavirus-autorizacao.html,2020-02-20,"[""China busca aprovação do tribunal para matar mais de 20.000 pacientes com coronavírus para evitar maior disseminação do vírus*.""]",BR,BR,[],"[""br""]",pt
Paciente com coronavírus não morde: cuidado com os boatos,https://politica.estadao.com.br/blogs/estadao-verifica/paciente-com-coronavirus-nao-morde-cuidado-com-os-boatos/,2020-01-30,"[""Paciente com coronavírus mordeu jugular de médico nos Estados Unidos""]",BR,BR,[],"[""br"",""us"",""ph""]",pt
La cocaína no combate el coronavirus,https://colombiacheck.com/chequeos/la-cocaina-no-combate-el-coronavirus?page=6,2020-03-17,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
【錯誤】網傳影片宣稱「日本朝日新聞：美國早在武漢之前已經爆發新冠肺炎」？,https://tfc-taiwan.org.tw/articles/2867,2020-03-03,"[""【錯誤】網傳影片宣稱「日本朝日新聞：美國早在武漢之前已經爆發新冠肺炎」？""]",TW,TW,"[""CN""]","[""tw""]",zh
Yeni koronavirüsün asfaltta dokuz gün boyunca canlı kaldığı iddiası,https://teyit.org/yeni-koronavirusun-asfaltta-9-gun-boyunca-canli-kaldigi-iddiasi/,2020-03-18,"[""İDDİA: Milanolu bir doktor, yeni koronavirüs asfaltta dokuz güne kadar yaşadığı için, dışarıda hep aynı ayakkabının kullanılması ve sonrasında evin dışında bırakılması gerektiğini söyledi.""]",TR,TR,[],"[""tr"",""it""]",tr
La cocaína no combate el coronavirus,https://www.colombiacheck.com/chequeos/la-cocaina-no-combate-el-coronavirus?page=21,2020-03-05,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
"Fact check: No, Cow Urine Cannot Ward Off COVID-19",https://thelogicalindian.com/fact-check/cow-urine-covid-19-20204,2020-03-17,"[""Drinking Cow Urine Can Ward Off COVID-19""]",IN,IN,[],"[""in""]",en
"La OMS asegura que ""no hay evidencia"" de que beber sorbos de agua permite evitar el nuevo coronavirus",https://factual.afp.com/la-oms-asegura-que-no-hay-evidencia-de-que-beber-sorbos-de-agua-permite-evitar-el-nuevo-coronavirus,2020-03-05,"[""CONSEJOS EXCELENTES GRAVES por médicos japoneses que tratan casos de COVID-19""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""es"",""co"",""ar"",""mx"",""uy"",""br"",""cn"",""pe""]",es
The message claiming three positive Coronavirus cases in Kothapet (Hyderabad) is fake,https://factly.in/the-message-claiming-three-positive-coronavirus-cases-in-kothapet-hyderabad-is-fake/,2020-03-16,"[""Details of three Coronavirus positive cases reported in Kothapet (Hyderabad)""]",IN,IN,[],"[""in""]",en
"Aaj Tak's fact-check video was clipped to falsely claim that Chinese PM said, 'Quran is the only cure for COVID-19'",https://factly.in/aaj-taks-fact-check-video-was-clipped-to-falsely-claim-that-chinese-pm-said-quran-is-the-only-cure-for-covid-19/,2020-03-09,"[""Aaj Tak telecasted a news in which the Chinese PM said, ‘Reading Quran and offering namaz is the only cure for COVID-19’""]",IN,IN,[],"[""in""]",en
